run	V(vref)
2.140000000000000e+02	5.057653e+00
2.150000000000000e+02	5.036866e+00
2.160000000000000e+02	5.020660e+00
2.170000000000000e+02	4.997812e+00
2.180000000000000e+02	4.992163e+00
2.190000000000000e+02	5.022333e+00
2.200000000000000e+02	5.016247e+00
2.210000000000000e+02	4.908874e+00
2.220000000000000e+02	4.788252e+00
2.230000000000000e+02	5.018490e+00
2.240000000000000e+02	4.918149e+00
2.250000000000000e+02	4.995245e+00
2.260000000000000e+02	4.929626e+00
2.270000000000000e+02	5.070641e+00
2.280000000000000e+02	4.934408e+00
2.290000000000000e+02	4.815546e+00
2.300000000000000e+02	5.043928e+00
2.310000000000000e+02	4.957637e+00
2.320000000000000e+02	4.965289e+00
2.330000000000000e+02	4.930468e+00
2.340000000000000e+02	4.963074e+00
2.350000000000000e+02	5.121105e+00
2.360000000000000e+02	4.960531e+00
2.370000000000000e+02	4.937108e+00
2.380000000000000e+02	5.109684e+00
2.390000000000000e+02	4.992817e+00
2.400000000000000e+02	5.023569e+00
2.410000000000000e+02	4.940866e+00
2.420000000000000e+02	5.176284e+00
2.430000000000000e+02	4.991243e+00
2.440000000000000e+02	5.138783e+00
2.450000000000000e+02	4.918723e+00
2.460000000000000e+02	4.758850e+00
2.470000000000000e+02	5.003594e+00
2.480000000000000e+02	4.937780e+00
2.490000000000000e+02	5.061871e+00
2.500000000000000e+02	5.007581e+00
